,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,Department,real sallary,predicted sallary
7953,0.9,0.56,3,149,2,0,0,0,sales,high,low
802,0.85,0.82,5,264,6,0,1,0,technical,medium,low
1181,0.39,0.5,2,127,3,0,1,0,technical,low,low
3961,0.93,0.74,4,201,3,1,0,0,IT,medium,low
6324,0.48,0.6,4,230,3,0,0,0,product_mng,medium,low
7440,0.69,0.64,4,190,4,0,0,0,technical,medium,medium
7200,0.89,0.76,3,251,2,1,0,0,sales,low,low
2314,0.13,0.43,4,165,5,0,0,0,sales,low,medium
147,0.11,0.87,6,306,4,0,1,0,IT,low,low
10598,0.52,0.98,4,265,3,0,0,0,product_mng,medium,low
9168,0.57,0.96,5,203,4,0,0,0,sales,low,low
12684,0.42,1.0,3,202,3,0,1,0,sales,medium,low
8214,0.96,0.97,4,260,3,0,0,0,support,low,low
4514,0.77,0.77,3,219,2,0,0,0,sales,medium,low
1307,0.44,0.5,2,135,3,0,1,0,sales,low,low
8710,0.71,0.8,2,146,4,0,0,0,marketing,low,medium
6251,0.65,0.75,4,153,2,0,0,0,product_mng,medium,low
5980,0.65,0.7,3,243,3,0,0,0,sales,medium,low
12578,0.9,0.96,5,243,5,0,1,0,technical,medium,low
3013,0.86,0.94,3,151,2,0,0,0,technical,low,low
2269,0.72,0.79,5,260,2,0,0,0,technical,low,low
1101,0.09,0.97,7,262,4,0,1,0,technical,low,low
13039,0.62,0.7,2,134,3,0,0,0,product_mng,low,low
5174,0.8,0.97,5,258,3,0,0,0,IT,medium,low
14551,0.09,0.89,7,308,5,0,1,0,hr,medium,low
12740,0.1,0.89,7,291,4,0,1,0,support,medium,low
2038,0.51,0.8,3,218,2,1,0,0,support,low,low
6591,0.8,0.91,5,242,3,1,0,0,accounting,medium,medium
8621,0.59,0.74,5,165,2,0,0,0,RandD,medium,low
10121,0.62,0.71,3,255,2,0,0,0,technical,medium,low
10054,0.89,0.52,4,189,3,0,0,0,support,medium,low
12149,0.39,0.5,2,147,3,0,1,0,marketing,low,low
544,0.43,0.49,2,135,3,0,1,0,sales,medium,low
4337,0.78,0.58,3,154,3,0,0,0,IT,low,low
1015,0.39,0.48,2,138,3,0,1,0,sales,low,low
9101,0.64,0.94,3,221,2,0,0,0,sales,low,low
9167,0.26,0.47,3,241,4,0,0,0,sales,low,medium
2600,0.99,0.97,3,257,2,0,0,0,marketing,medium,low
11238,0.39,0.89,3,188,5,0,0,0,support,low,medium
8792,0.71,0.87,4,238,3,0,0,0,sales,low,low
2144,0.96,0.6,4,185,3,0,0,0,marketing,medium,medium
8371,0.62,0.51,4,274,2,0,0,0,support,medium,low
1872,0.1,0.87,7,251,5,0,1,0,technical,low,low
7611,0.77,0.43,4,265,6,0,0,0,support,high,medium
10303,0.7,0.74,3,194,3,0,0,0,RandD,low,medium
3471,0.95,0.93,3,209,2,0,0,0,technical,low,low
8461,0.95,0.77,5,139,2,0,0,0,IT,medium,low
14331,0.14,0.62,4,158,4,1,1,0,technical,low,low
6134,0.65,0.79,4,196,2,0,0,0,accounting,medium,low
10693,0.73,0.97,4,163,3,0,0,0,sales,medium,low
14231,0.11,0.83,6,282,4,0,1,0,sales,low,low
13127,0.79,0.79,4,231,2,0,0,0,sales,low,low
10167,0.2,0.83,4,258,4,0,0,0,sales,high,medium
4756,0.88,0.95,3,137,3,0,0,0,sales,low,low
1513,0.84,0.93,4,250,5,0,1,0,IT,medium,low
6619,0.75,0.85,4,181,3,0,0,0,technical,low,low
8275,0.6,0.88,3,201,2,0,0,0,hr,low,medium
6073,0.92,0.84,4,159,3,0,0,0,technical,low,low
5659,0.93,0.82,5,272,3,0,0,0,sales,high,low
14495,0.38,0.47,2,144,3,0,1,0,support,low,low
11368,0.56,0.67,3,270,2,0,0,0,sales,medium,low
993,0.84,0.88,4,269,5,0,1,0,support,low,low
10894,0.92,0.98,3,149,3,0,0,0,support,medium,low
3747,0.96,0.53,5,224,4,0,0,0,sales,low,medium
9486,0.96,0.66,3,155,2,0,0,0,sales,low,low
25,0.89,0.92,5,242,5,0,1,0,sales,low,low
13770,0.74,0.78,4,194,8,0,0,0,sales,medium,medium
1058,0.31,0.95,6,235,5,0,1,0,product_mng,low,low
556,0.46,0.48,2,141,3,1,1,0,sales,low,low
1843,0.41,0.49,2,147,3,0,1,0,sales,low,low
2431,0.77,0.9,4,104,5,0,0,0,product_mng,low,medium
6793,0.67,0.63,3,241,3,0,0,0,marketing,medium,medium
3192,0.49,0.76,5,237,3,0,0,0,IT,high,low
5816,0.85,0.5,4,267,3,0,0,0,sales,low,low
1284,0.83,0.83,5,260,5,0,1,0,IT,medium,low
5335,0.12,0.73,6,166,3,0,0,0,IT,low,low
10569,0.84,0.62,4,138,3,0,0,0,technical,low,low
4062,0.68,0.51,2,196,3,0,0,0,sales,low,low
5601,0.63,0.79,5,215,2,1,0,0,accounting,medium,low
7153,0.63,0.93,6,171,3,1,0,0,support,low,low
1738,0.86,0.88,5,268,5,0,1,0,technical,medium,low
609,0.1,0.85,7,279,4,0,1,0,RandD,medium,low
10938,0.85,0.98,5,222,3,0,0,1,sales,medium,medium
1506,0.4,0.51,2,160,3,0,1,0,support,medium,low
8020,0.75,0.7,4,179,2,0,0,0,marketing,low,low
13052,0.71,0.72,3,271,2,0,0,0,support,low,low
8346,0.28,0.77,3,221,3,0,0,0,sales,high,low
8063,0.51,0.58,5,173,3,0,0,0,support,low,low
4922,0.95,0.7,4,267,3,1,0,0,technical,low,low
10775,0.24,0.62,5,199,4,0,0,0,sales,low,medium
4257,0.85,0.86,4,250,3,0,0,0,technical,low,low
2704,0.63,0.5,5,246,2,0,0,0,hr,low,medium
10743,0.61,0.73,3,252,3,0,0,0,technical,high,low
10856,0.78,0.4,4,145,5,1,0,1,sales,medium,medium
8110,0.78,0.61,3,148,2,0,0,0,sales,medium,low
11977,0.62,0.72,3,149,3,1,0,0,marketing,medium,medium
3993,0.74,0.59,4,177,4,1,0,0,sales,medium,low
7178,0.97,0.97,4,242,2,0,0,0,accounting,medium,low
7839,0.52,0.82,3,138,2,1,0,0,support,medium,low
3057,0.58,0.77,4,145,3,1,0,0,support,low,low
12691,0.42,0.75,3,218,4,0,1,0,management,medium,low
7408,0.69,0.61,4,260,4,0,0,0,technical,medium,medium
1728,0.23,0.7,5,168,4,0,1,0,support,low,low
11698,0.62,0.73,3,245,4,0,0,0,IT,low,medium
13131,0.79,0.59,4,187,2,0,0,0,management,low,high
2497,0.85,0.78,4,106,2,0,0,0,technical,low,low
4301,0.87,0.93,4,268,2,0,0,0,sales,low,low
11114,0.76,0.67,5,243,3,0,0,0,sales,low,low
4262,0.76,0.56,3,154,2,0,0,0,IT,low,low
819,0.45,0.51,2,138,3,0,1,0,technical,low,low
13974,0.59,0.92,3,138,10,0,0,0,support,low,medium
5460,0.56,0.75,2,264,2,0,0,0,technical,low,low
5085,0.72,0.63,3,149,2,0,0,0,support,medium,low
2333,0.66,0.95,3,191,3,0,0,0,technical,medium,low
12259,0.11,0.84,6,287,4,0,1,0,accounting,medium,low
13383,0.67,0.52,4,207,3,0,0,0,IT,medium,medium
4953,0.92,0.53,3,238,2,0,0,0,product_mng,low,low
8720,0.98,0.88,4,145,2,0,0,0,sales,low,low
3734,0.21,0.56,6,277,5,0,0,0,RandD,medium,medium
1605,0.43,0.54,2,153,3,0,1,0,sales,low,low
8285,0.68,0.95,4,146,2,0,0,0,technical,medium,low
8958,0.8,0.9,5,265,3,0,0,0,accounting,medium,medium
2936,0.97,0.65,3,219,2,0,0,0,technical,low,low
2682,0.69,0.87,3,202,2,0,0,0,sales,medium,low
4503,0.95,0.96,5,175,3,1,0,1,RandD,medium,medium
8331,0.63,0.9,4,188,4,1,0,0,sales,low,low
1321,0.62,0.89,3,131,4,0,1,0,sales,low,low
12842,0.6,0.62,5,165,2,0,0,0,sales,medium,low
6472,0.14,0.98,6,221,5,0,0,0,IT,low,medium
7639,0.58,0.92,3,232,5,0,0,0,marketing,medium,medium
5492,0.37,0.46,3,173,6,0,0,0,RandD,medium,medium
12402,0.74,1.0,5,275,5,0,1,0,sales,low,low
1662,0.81,0.83,5,269,6,0,1,0,technical,medium,low
12250,0.79,0.87,5,261,5,0,1,0,sales,low,low
10189,0.94,0.58,5,222,3,0,0,0,technical,low,low
11156,0.8,0.74,3,228,3,0,0,0,technical,medium,low
186,0.09,0.85,6,297,4,0,1,0,hr,medium,low
6026,0.49,0.46,2,129,2,0,0,0,RandD,high,low
9853,0.74,0.85,3,176,3,0,0,0,management,medium,high
5964,0.15,0.67,6,195,2,0,0,0,sales,medium,low
4261,0.91,0.68,4,187,2,0,0,0,IT,low,low
2825,0.64,0.73,3,142,3,0,0,0,marketing,low,medium
11520,0.77,0.64,3,190,10,1,0,0,IT,medium,medium
7963,0.21,0.76,6,219,4,1,0,0,sales,medium,low
14842,0.34,0.67,4,141,2,0,1,0,sales,low,low
3460,0.63,0.59,3,155,3,1,0,0,sales,medium,low
3139,0.55,0.92,3,198,3,0,0,0,sales,low,low
9064,0.53,0.82,3,254,3,1,0,0,technical,low,low
9685,0.56,0.47,5,185,4,0,0,0,product_mng,medium,medium
605,0.86,0.92,5,252,5,0,1,0,RandD,low,low
1454,0.55,1.0,6,136,3,0,1,0,support,low,low
11346,0.98,0.7,3,153,10,0,0,0,management,high,high
6807,0.96,0.99,4,233,3,0,0,0,sales,low,low
13868,0.73,0.57,3,146,2,0,0,0,product_mng,low,low
5873,0.8,0.81,4,194,3,1,0,0,RandD,low,medium
8677,0.2,1.0,3,123,4,0,0,0,support,low,low
7768,0.54,0.45,4,137,3,1,0,0,management,medium,high
3790,0.55,0.63,3,201,2,1,0,0,support,high,low
5935,0.87,0.57,4,231,4,0,0,0,technical,medium,medium
1148,0.39,0.57,2,156,3,0,1,0,management,low,low
5839,0.36,0.4,4,114,4,1,0,0,technical,low,medium
14000,0.72,0.99,4,239,3,0,0,0,marketing,medium,medium
1797,0.44,0.46,2,138,3,0,1,0,technical,low,low
3270,0.92,0.53,2,249,2,0,0,0,IT,high,low
3803,0.69,0.93,3,233,3,0,0,0,IT,medium,low
6954,0.59,0.55,4,138,2,0,0,0,marketing,high,low
10657,0.81,0.86,4,213,3,0,0,0,support,low,low
12764,0.83,0.99,4,223,5,0,1,0,accounting,medium,low
12674,0.46,0.5,2,157,3,0,1,0,IT,low,low
3816,0.7,0.87,5,177,2,0,0,0,accounting,medium,low
14301,0.4,0.5,2,130,3,0,1,0,sales,low,low
4440,0.36,0.65,3,116,2,1,0,0,sales,low,low
1373,0.37,0.53,2,147,3,0,1,0,RandD,low,low
10473,0.64,0.72,4,152,3,1,0,0,sales,medium,low
7588,0.53,0.55,5,224,2,1,0,0,hr,low,medium
5909,0.28,0.83,4,206,5,0,0,0,hr,medium,medium
8217,0.87,0.74,4,178,2,1,0,0,support,medium,low
3220,0.74,0.59,3,274,3,0,0,0,sales,medium,low
7657,0.75,0.76,3,171,4,0,0,0,sales,low,low
1086,0.9,0.86,5,254,5,0,1,0,sales,high,low
1725,0.1,0.86,5,253,4,0,1,0,technical,low,low
7887,0.7,0.57,4,150,4,0,0,0,sales,high,low
10414,0.57,0.94,3,230,2,0,0,0,hr,low,medium
634,0.82,0.92,5,225,5,0,1,0,sales,low,low
4168,0.45,0.75,3,122,3,0,0,0,support,high,low
1125,0.39,0.57,2,158,3,0,1,0,technical,high,low
13447,0.92,0.85,3,207,2,0,0,0,support,low,low
8279,0.88,0.68,5,224,2,0,0,0,technical,low,low
12317,0.37,0.46,2,153,3,0,1,0,sales,low,low
12833,0.6,0.49,3,239,2,0,0,0,sales,medium,low
8389,0.66,0.85,6,165,5,0,0,0,product_mng,medium,medium
7792,0.83,0.68,4,198,3,0,0,0,marketing,medium,medium
4008,0.69,0.99,3,198,2,0,0,0,technical,medium,low
2741,0.8,0.9,4,241,2,0,0,0,IT,low,low
10398,0.96,0.74,5,194,4,1,0,0,sales,medium,low
689,0.87,1.0,4,228,5,0,1,0,support,medium,low
6853,0.8,0.82,4,175,2,0,0,0,management,low,medium
5076,0.59,0.71,5,222,3,0,0,0,technical,low,low
11375,1.0,0.93,5,167,3,0,0,0,sales,medium,low
8339,0.94,0.98,4,197,3,0,0,0,sales,medium,low
3991,0.55,0.59,3,245,3,0,0,0,sales,low,low
6044,0.39,0.67,6,276,6,0,0,0,sales,medium,medium
3722,0.72,0.91,3,239,2,0,0,0,management,medium,high
5902,0.82,0.62,4,160,3,0,0,0,sales,medium,low
409,0.82,0.98,4,233,5,0,1,0,sales,low,low
1428,0.09,0.87,6,266,4,0,1,0,support,medium,low
2405,0.18,0.75,3,250,3,0,0,0,technical,medium,low
2141,0.33,0.58,2,183,2,0,0,0,management,medium,high
12328,0.1,0.85,6,266,4,0,1,0,sales,low,low
8869,0.91,0.5,4,231,3,0,0,0,sales,high,low
1591,0.41,0.55,2,159,3,0,1,0,IT,medium,low
12523,0.74,0.82,4,239,6,0,1,0,IT,low,low
4548,0.86,0.56,4,247,3,0,0,1,technical,high,medium
9614,0.76,0.48,5,173,3,0,0,0,accounting,high,medium
13805,0.83,0.55,3,271,7,0,0,0,sales,medium,medium
11980,0.79,0.87,4,223,5,0,0,0,sales,medium,medium
2501,0.64,0.69,3,207,2,1,0,0,IT,low,low
8080,0.51,0.51,3,274,2,0,0,0,product_mng,medium,low
5458,0.58,0.64,2,249,2,0,0,0,technical,low,low
1976,0.37,0.47,2,159,3,1,1,0,product_mng,medium,low
7749,0.6,0.54,3,136,3,1,0,0,technical,low,low
3809,0.49,0.48,4,247,3,0,0,0,RandD,medium,medium
5315,0.88,0.98,3,152,3,0,0,0,support,medium,low
13771,0.2,0.6,5,261,8,0,0,0,sales,medium,medium
12904,0.73,0.97,4,163,3,0,0,0,sales,medium,low
6970,0.64,0.57,4,271,2,0,0,0,sales,medium,low
12864,0.94,0.99,2,273,4,0,0,0,technical,low,medium
8717,0.45,0.41,3,193,2,1,0,0,sales,low,low
1922,0.42,0.52,2,134,3,0,1,0,sales,low,low
12767,0.44,0.54,2,127,3,0,1,0,management,medium,low
11007,0.49,0.67,2,190,8,0,0,0,marketing,medium,medium
4078,1.0,0.85,3,202,2,0,0,0,hr,medium,medium
10786,0.94,0.88,4,262,2,0,0,0,sales,medium,low
4647,0.48,0.38,3,134,3,0,0,0,product_mng,medium,low
1288,0.87,0.81,5,304,5,0,1,0,product_mng,low,low
10575,0.59,0.73,2,230,3,0,0,0,technical,low,low
2411,0.61,0.62,4,140,3,1,0,0,support,medium,low
3077,0.81,0.66,3,181,2,1,0,0,sales,medium,low
10207,0.53,0.56,5,236,4,1,0,0,support,high,low
10592,0.59,0.72,4,168,4,0,0,0,management,medium,high
8631,0.19,0.91,5,145,3,0,0,0,management,low,high
8525,0.55,0.64,6,148,4,0,0,0,support,low,low
9581,0.74,0.54,5,221,3,0,0,0,technical,medium,low
13249,0.61,0.52,3,224,3,0,0,0,hr,low,medium
10221,0.53,0.75,4,240,4,0,0,0,product_mng,low,medium
9350,0.19,0.79,5,171,3,1,0,0,technical,low,low
12543,0.89,0.92,5,237,5,0,1,0,sales,medium,low
9069,0.39,0.75,5,286,5,0,0,0,IT,low,medium
1076,0.09,0.79,6,276,4,0,1,0,sales,medium,low
5268,0.84,0.59,4,216,2,0,0,0,support,low,low
12293,0.11,0.91,6,308,4,1,1,0,IT,low,low
413,0.45,0.54,2,142,3,0,1,0,hr,medium,low
6599,0.99,0.62,5,133,3,0,0,0,technical,medium,low
14391,0.4,0.47,2,146,3,0,1,0,sales,medium,low
11264,0.58,0.91,3,154,10,0,0,0,product_mng,high,medium
1006,0.4,0.47,2,151,3,0,1,0,sales,medium,low
7443,0.85,0.96,4,240,6,0,0,0,technical,medium,medium
5688,0.71,0.97,3,219,3,0,0,0,technical,high,low
12468,0.9,0.92,5,245,5,0,1,0,sales,low,low
8432,0.64,0.5,3,146,3,0,0,0,technical,low,low
4449,0.75,0.86,6,148,4,0,0,0,sales,low,low
2000,0.58,0.74,4,215,3,0,0,0,sales,low,low
6356,0.4,0.72,3,204,4,1,0,0,sales,low,low
7241,0.96,0.93,6,240,6,0,0,0,IT,low,medium
13726,0.93,0.87,4,139,8,0,0,0,technical,medium,medium
843,0.66,0.47,7,156,2,0,1,0,management,medium,low
3279,0.69,0.55,3,188,3,0,0,0,RandD,medium,medium
2232,0.56,0.62,3,154,2,0,0,0,sales,low,low
13139,0.98,0.58,3,183,3,0,0,0,sales,low,low
6575,0.77,0.67,5,207,2,0,0,0,sales,low,low
9098,0.96,0.52,4,228,3,0,0,0,sales,low,low
1646,0.1,0.93,7,258,4,0,1,0,technical,low,low
74,0.11,0.97,6,277,4,0,1,0,product_mng,medium,low
7959,0.32,0.69,6,192,3,0,0,0,sales,high,low
8908,0.4,0.73,4,146,3,0,0,0,support,low,low
9480,0.56,0.68,4,159,3,0,0,0,sales,low,low
13384,0.95,0.88,3,199,3,0,0,0,IT,medium,low
10264,0.53,0.57,5,141,3,1,0,0,technical,high,low
6978,0.8,0.74,3,159,2,0,0,0,hr,medium,medium
7133,0.67,0.55,4,256,6,0,0,0,hr,low,medium
7197,0.53,0.94,4,202,3,1,0,0,sales,low,low
14986,0.85,0.85,4,247,6,0,1,0,technical,low,low
6910,0.88,1.0,3,125,3,0,0,0,technical,medium,low
7724,0.51,0.51,3,272,3,0,0,0,sales,medium,low
11211,0.5,0.82,2,286,6,0,0,0,sales,medium,medium
11028,0.86,0.87,5,171,2,0,0,0,sales,low,low
1558,0.14,0.61,6,291,5,0,1,0,hr,medium,low
680,0.1,0.83,6,269,4,0,1,0,IT,low,low
145,0.41,0.46,2,151,3,0,1,0,product_mng,low,low
11902,0.93,0.89,3,255,7,1,0,0,sales,medium,medium
480,0.37,0.49,2,151,3,0,1,0,sales,low,low
6215,0.55,0.98,2,144,2,0,0,0,hr,medium,medium
4370,0.9,0.77,4,236,3,0,0,0,sales,low,low
4082,0.49,0.99,3,221,2,1,0,0,technical,medium,low
5491,0.78,0.9,4,104,4,0,0,0,RandD,low,medium
10941,0.81,0.92,5,258,3,0,0,1,sales,medium,medium
4276,0.7,0.84,4,184,3,0,0,0,sales,medium,low
10437,0.89,0.56,4,225,4,0,0,0,technical,medium,medium
3893,0.67,0.95,4,241,4,0,0,0,accounting,medium,medium
4466,0.59,0.95,5,254,2,0,0,0,technical,medium,low
1973,0.38,0.52,2,161,3,0,1,0,IT,medium,low
10514,0.25,0.53,4,160,4,0,0,0,technical,medium,medium
3863,0.57,0.96,4,264,2,0,0,0,support,low,low
8700,0.62,0.68,3,253,5,1,0,0,RandD,low,medium
1827,0.1,0.95,5,286,4,0,1,0,RandD,high,low
9762,0.48,0.48,2,245,5,0,0,0,product_mng,medium,medium
3880,0.83,0.54,4,219,3,0,0,0,product_mng,medium,low
5516,0.49,0.74,4,104,4,0,0,0,sales,medium,low
1978,0.44,0.56,2,156,3,0,1,0,IT,medium,low
14501,0.4,0.46,2,128,3,0,1,0,management,low,low
5457,0.96,0.75,3,231,3,0,0,0,technical,low,low
11237,0.24,0.5,4,282,4,1,0,0,support,low,medium
8320,0.72,1.0,4,151,2,0,0,0,RandD,low,low
8061,0.24,0.91,4,232,2,0,0,0,support,low,low
5563,0.63,0.78,4,160,2,0,0,0,product_mng,high,low
1232,0.09,0.88,7,265,4,0,1,0,sales,medium,low
8006,0.56,0.55,3,245,2,0,0,0,IT,medium,low
10921,0.55,0.98,4,185,2,1,0,0,marketing,low,low
5633,0.9,0.64,4,139,3,1,0,0,management,medium,medium
6856,0.99,0.64,3,174,4,0,0,0,IT,low,medium
2236,0.39,0.36,3,168,3,1,0,0,sales,low,low
1974,0.36,0.48,2,152,3,0,1,0,product_mng,medium,low
9097,0.67,0.72,4,218,2,1,0,0,sales,low,low
8986,0.91,0.53,2,273,3,0,0,0,support,low,low
6329,0.95,0.37,6,233,5,0,0,0,RandD,medium,medium
2891,0.29,0.58,5,234,2,0,0,0,product_mng,low,low
13022,0.97,0.93,5,137,2,1,0,0,support,low,low
2083,0.25,0.65,5,220,3,0,0,0,sales,low,low
11340,0.77,0.54,4,139,3,1,0,0,IT,low,low
14541,0.38,0.57,2,140,3,0,1,0,sales,low,low
7686,0.67,0.92,4,156,2,0,0,0,support,medium,low
12952,0.62,0.89,4,261,2,0,0,0,technical,medium,low
2389,0.93,0.63,3,160,4,1,0,0,sales,low,low
9435,0.52,0.8,5,209,2,0,0,0,support,low,low
14149,0.15,0.74,6,144,7,0,0,1,management,high,high
4184,0.5,0.69,5,172,2,0,0,0,IT,medium,low
10853,0.58,0.38,4,203,5,0,0,0,sales,low,medium
4471,0.68,0.94,3,264,2,0,0,0,technical,low,low
13133,0.18,0.81,4,147,4,0,0,0,marketing,low,medium
9441,0.78,0.9,4,238,2,0,0,0,support,low,low
3437,0.92,0.82,3,185,3,0,0,0,support,low,low
8246,0.61,0.7,3,225,3,0,0,0,accounting,low,medium
8962,0.98,0.63,4,232,2,0,0,0,hr,medium,medium
10611,0.52,0.97,4,170,3,0,0,0,support,medium,low
13096,0.73,0.94,4,262,3,0,0,0,support,low,low
11864,0.77,0.55,3,217,3,0,0,0,support,medium,low
9205,0.92,0.57,3,191,3,0,0,0,support,low,low
3095,0.91,0.98,3,259,4,0,0,0,technical,low,medium
7988,0.98,0.87,3,239,4,0,0,0,support,medium,low
10609,0.75,0.92,3,211,3,0,0,0,sales,medium,low
3713,0.98,0.77,5,223,2,1,0,0,support,medium,low
8464,0.84,0.52,3,232,4,0,0,0,product_mng,low,medium
13756,0.58,0.79,3,243,3,1,0,0,sales,medium,low
11261,0.81,0.85,4,134,10,1,0,0,management,medium,medium
3606,0.58,0.62,3,169,2,0,0,0,sales,medium,low
8029,0.35,0.37,4,153,2,0,0,0,sales,medium,low
3755,0.95,0.71,3,223,2,0,0,0,sales,low,low
7061,0.59,0.49,5,122,5,0,0,0,technical,medium,medium
4753,1.0,0.84,3,154,3,0,0,0,sales,medium,low
1983,0.43,0.48,2,136,3,0,1,0,RandD,high,low
13594,0.86,0.89,4,153,4,0,0,0,sales,low,low
5148,0.55,0.62,5,197,2,0,0,0,technical,low,low
4477,0.83,0.9,3,195,3,0,0,0,support,low,low
14595,0.36,0.48,2,156,3,0,1,0,accounting,high,low
7094,0.56,0.64,3,262,2,1,0,0,RandD,low,medium
6056,0.54,0.47,2,193,4,0,0,0,sales,medium,medium
3252,0.95,0.67,3,183,3,0,0,0,support,medium,low
14786,0.39,0.49,2,129,3,0,1,0,technical,medium,low
14477,0.11,0.95,6,286,4,0,1,0,technical,medium,low
11247,0.4,0.89,2,165,3,0,0,0,IT,medium,low
12519,0.39,0.51,2,129,3,0,1,0,IT,low,low
4409,0.86,0.66,4,191,2,0,0,0,technical,low,low
5650,0.99,0.82,6,185,4,1,0,0,sales,high,low
14409,0.1,0.89,7,285,4,0,1,0,technical,low,low
5214,0.57,0.53,5,216,2,1,0,0,sales,medium,low
4777,0.63,0.58,4,141,3,1,0,0,technical,medium,low
4721,0.37,0.61,3,186,2,0,0,0,IT,low,low
753,0.43,0.52,2,150,3,0,1,0,product_mng,low,low
4716,0.8,0.79,4,168,3,0,0,0,management,low,medium
10908,0.47,0.46,2,152,2,0,0,0,IT,medium,low
2735,0.66,0.86,5,185,3,0,0,0,IT,low,low
13021,0.68,0.76,3,260,4,0,0,0,support,low,low
4146,0.18,0.81,5,140,4,0,0,0,sales,low,low
3029,0.82,0.89,4,237,3,0,0,0,support,medium,low
2329,0.66,0.77,2,171,2,0,0,0,technical,medium,low
7027,0.65,0.59,3,167,2,0,0,0,technical,high,low
11542,0.86,0.57,3,162,7,0,0,0,sales,medium,medium
367,0.4,0.56,2,131,3,0,1,0,IT,low,low
12859,0.99,0.81,3,183,2,0,0,0,technical,low,low
14815,0.11,0.79,6,292,4,0,1,0,IT,low,low
327,0.88,0.99,5,262,6,0,1,0,sales,low,low
3872,0.83,0.48,3,242,4,0,0,0,technical,low,medium
14211,0.38,0.53,2,157,3,0,1,0,sales,low,low
13146,0.8,0.94,4,271,4,0,0,1,sales,medium,medium
12407,0.09,0.94,6,257,4,0,1,0,sales,low,low
11867,0.56,0.59,3,223,3,0,0,0,support,medium,low
4750,0.15,0.42,4,238,3,0,0,0,sales,medium,low
11546,0.24,0.56,4,281,7,0,0,0,sales,medium,medium
12571,0.73,1.0,4,252,5,0,1,0,technical,medium,low
5832,0.7,0.79,6,145,3,0,0,0,accounting,medium,medium
13647,0.77,0.71,5,250,3,1,0,0,sales,medium,low
10314,0.41,0.48,3,135,3,0,0,0,sales,high,low
7961,0.9,0.62,5,225,2,0,0,0,sales,medium,low
2993,0.66,0.52,3,149,4,1,0,0,sales,medium,low
4244,0.49,0.48,3,190,2,0,0,0,technical,medium,low
8205,0.57,0.7,3,172,3,0,0,0,technical,low,low
2949,0.15,0.86,3,204,4,0,0,0,support,medium,low
14075,0.77,0.55,3,217,3,0,0,0,support,medium,low
879,0.82,0.97,5,263,5,0,1,0,technical,medium,low
5406,0.73,0.78,4,181,4,0,0,0,IT,low,medium
5903,0.62,0.91,3,142,6,1,0,0,sales,medium,medium
3212,0.52,0.95,5,234,3,0,0,0,marketing,low,medium
14846,0.39,0.57,2,127,3,0,1,0,sales,low,low
911,0.43,0.51,2,140,3,0,1,0,sales,low,low
5288,0.94,0.7,3,271,4,0,0,0,sales,medium,medium
12713,0.73,0.92,5,232,5,0,1,0,sales,low,low
6516,0.69,0.67,4,274,4,0,0,0,accounting,medium,medium
3499,0.67,0.55,3,175,2,0,0,0,IT,medium,low
13307,0.29,0.38,5,191,5,0,0,0,management,medium,high
4179,0.95,0.58,3,163,3,0,0,0,technical,medium,low
6450,0.6,0.87,3,196,3,1,0,0,technical,high,low
4107,0.55,0.8,3,254,2,0,0,0,IT,medium,low
9193,0.66,0.54,2,136,2,0,0,0,technical,low,low
772,0.31,0.77,4,149,3,0,1,0,sales,medium,low
9968,0.58,0.62,3,182,3,0,0,0,technical,medium,low
5138,0.61,0.65,2,117,2,1,0,0,sales,medium,low
2799,0.89,0.79,4,133,2,0,0,0,support,medium,low
10471,0.49,0.61,3,240,3,0,0,0,sales,medium,low
11067,0.51,0.62,4,185,3,0,0,0,management,low,high
13290,0.73,0.84,3,216,8,0,0,0,management,medium,high
13256,0.89,0.39,5,218,2,0,0,0,technical,low,low
12937,0.13,0.84,5,189,5,0,0,0,technical,low,medium
6873,0.74,0.96,5,222,2,0,0,0,support,high,low
4909,0.81,0.86,3,210,3,0,0,0,sales,low,low
10728,0.63,0.9,4,245,3,0,0,0,technical,low,low
224,0.4,0.56,2,149,3,0,1,0,accounting,low,low
3841,0.76,0.61,3,141,2,0,0,0,sales,medium,low
3102,0.97,0.5,3,225,2,0,0,0,support,medium,low
2217,0.56,0.97,5,163,2,0,0,0,management,high,medium
1143,0.1,0.91,6,286,4,0,1,0,marketing,low,low
11765,0.92,0.64,4,190,10,1,0,0,management,low,medium
14981,0.73,0.93,5,162,4,0,1,0,technical,low,low
7874,0.86,0.64,4,263,3,0,0,0,sales,medium,low
5206,0.89,0.89,4,265,2,0,0,0,sales,medium,low
4354,0.84,0.58,3,140,3,0,0,0,accounting,medium,medium
11105,0.37,0.49,3,177,3,0,0,0,marketing,high,medium
13618,0.86,0.95,4,149,3,0,0,1,sales,medium,medium
10002,0.9,0.63,4,173,3,0,0,0,accounting,medium,medium
5646,0.84,0.88,3,194,3,0,0,0,RandD,low,medium
4185,0.95,0.72,3,168,5,0,0,0,IT,medium,medium
632,0.11,0.89,6,260,5,0,1,0,sales,low,low
8177,0.49,0.67,6,286,4,0,0,0,sales,low,medium
5829,0.74,0.85,4,105,5,0,0,0,sales,high,medium
4110,0.68,0.87,3,168,3,0,0,0,IT,medium,low
